name,label,width,height
C130P91ThinF_IMG_20151004_141428_cell_60,Uninfected,133,139
C130P91ThinF_IMG_20151004_141428_cell_67,Uninfected,151,142
C130P91ThinF_IMG_20151004_141428_cell_72,Uninfected,133,145
C130P91ThinF_IMG_20151004_141428_cell_85,Uninfected,136,133
C130P91ThinF_IMG_20151004_141428_cell_96,Uninfected,142,88
C130P91ThinF_IMG_20151004_141504_cell_13,Uninfected,163,157
C130P91ThinF_IMG_20151004_141504_cell_18,Uninfected,118,142
C130P91ThinF_IMG_20151004_141504_cell_21,Uninfected,130,187
C130P91ThinF_IMG_20151004_141504_cell_54,Uninfected,124,148
C130P91ThinF_IMG_20151004_141504_cell_62,Uninfected,130,181
C130P91ThinF_IMG_20151004_141504_cell_72,Uninfected,151,136
C130P91ThinF_IMG_20151004_141504_cell_80,Uninfected,121,145
C130P91ThinF_IMG_20151004_141504_cell_9,Uninfected,148,145
C130P91ThinF_IMG_20151004_141825_cell_103,Uninfected,115,145
C130P91ThinF_IMG_20151004_141825_cell_122,Uninfected,148,145
C130P91ThinF_IMG_20151004_141825_cell_128,Uninfected,151,142
C130P91ThinF_IMG_20151004_141825_cell_23,Uninfected,151,151
C130P91ThinF_IMG_20151004_141825_cell_35,Uninfected,118,118
C130P91ThinF_IMG_20151004_141825_cell_60,Uninfected,136,124
C130P91ThinF_IMG_20151004_141825_cell_75,Uninfected,166,169
C130P91ThinF_IMG_20151004_141825_cell_82,Uninfected,148,151
C130P91ThinF_IMG_20151004_141825_cell_86,Uninfected,136,130
C130P91ThinF_IMG_20151004_142109_cell_25,Uninfected,124,121
C130P91ThinF_IMG_20151004_142109_cell_3,Uninfected,136,130
C130P91ThinF_IMG_20151004_142109_cell_30,Uninfected,160,142
C130P91ThinF_IMG_20151004_142109_cell_31,Uninfected,136,127
C130P91ThinF_IMG_20151004_142109_cell_58,Uninfected,145,124
C130P91ThinF_IMG_20151004_142109_cell_8,Uninfected,157,154
C130P91ThinF_IMG_20151004_142109_cell_83,Uninfected,133,160
C130P91ThinF_IMG_20151004_142109_cell_88,Uninfected,151,142
C130P91ThinF_IMG_20151004_142709_cell_101,Uninfected,151,127
C130P91ThinF_IMG_20151004_142709_cell_110,Uninfected,166,148
C130P91ThinF_IMG_20151004_142709_cell_119,Uninfected,145,145
C130P91ThinF_IMG_20151004_142709_cell_16,Uninfected,130,133
C130P91ThinF_IMG_20151004_142709_cell_37,Uninfected,148,160
C130P91ThinF_IMG_20151004_142709_cell_67,Uninfected,109,136
C130P91ThinF_IMG_20151004_142709_cell_7,Uninfected,145,130
C130P91ThinF_IMG_20151004_142709_cell_82,Uninfected,124,142
C130P91ThinF_IMG_20151004_142709_cell_87,Uninfected,166,163
C130P91ThinF_IMG_20151004_142951_cell_102,Uninfected,130,118
C130P91ThinF_IMG_20151004_142951_cell_111,Uninfected,127,145
C130P91ThinF_IMG_20151004_142951_cell_121,Uninfected,124,154
C130P91ThinF_IMG_20151004_142951_cell_132,Uninfected,136,160
C130P91ThinF_IMG_20151004_142951_cell_25,Uninfected,136,148
C130P91ThinF_IMG_20151004_142951_cell_32,Uninfected,163,151
C130P91ThinF_IMG_20151004_142951_cell_8,Uninfected,139,169
C130P91ThinF_IMG_20151004_142951_cell_89,Uninfected,139,142
C131P92ThinF_IMG_20151004_145224_cell_109,Uninfected,145,142
C131P92ThinF_IMG_20151004_145224_cell_112,Uninfected,121,97
C131P92ThinF_IMG_20151004_145224_cell_117,Uninfected,130,133
C131P92ThinF_IMG_20151004_145224_cell_15,Uninfected,118,148
C131P92ThinF_IMG_20151004_145224_cell_17,Uninfected,127,163
C131P92ThinF_IMG_20151004_145224_cell_5,Uninfected,127,127
C131P92ThinF_IMG_20151004_145224_cell_64,Uninfected,142,124
C131P92ThinF_IMG_20151004_145224_cell_76,Uninfected,148,139
C131P92ThinF_IMG_20151004_145224_cell_78,Uninfected,130,130
C131P92ThinF_IMG_20151004_145224_cell_88,Uninfected,157,136
C131P92ThinF_IMG_20151004_145224_cell_92,Uninfected,112,121
C131P92ThinF_IMG_20151004_145302_cell_111,Uninfected,130,124
C131P92ThinF_IMG_20151004_145302_cell_113,Uninfected,148,181
C131P92ThinF_IMG_20151004_145302_cell_115,Uninfected,136,142
C131P92ThinF_IMG_20151004_145302_cell_125,Uninfected,160,121
C131P92ThinF_IMG_20151004_145302_cell_26,Uninfected,139,121
C131P92ThinF_IMG_20151004_145302_cell_29,Uninfected,130,130
C131P92ThinF_IMG_20151004_145302_cell_44,Uninfected,136,139
C131P92ThinF_IMG_20151004_145302_cell_55,Uninfected,124,139
C131P92ThinF_IMG_20151004_145302_cell_69,Uninfected,133,151
C131P92ThinF_IMG_20151004_145302_cell_75,Uninfected,148,142
C131P92ThinF_IMG_20151004_145302_cell_76,Uninfected,145,151
C131P92ThinF_IMG_20151004_145302_cell_89,Uninfected,124,130
C131P92ThinF_IMG_20151004_145410_cell_20,Uninfected,121,145
C131P92ThinF_IMG_20151004_145410_cell_3,Uninfected,136,175
C131P92ThinF_IMG_20151004_145410_cell_32,Uninfected,127,142
C131P92ThinF_IMG_20151004_145410_cell_47,Uninfected,106,121
C131P92ThinF_IMG_20151004_145410_cell_51,Uninfected,106,139
C131P92ThinF_IMG_20151004_145410_cell_57,Uninfected,172,130
C131P92ThinF_IMG_20151004_145410_cell_81,Uninfected,118,130
C131P92ThinF_IMG_20151004_145410_cell_82,Uninfected,139,133
C131P92ThinF_IMG_20151004_145410_cell_93,Uninfected,139,148
C131P92ThinF_IMG_20151004_145410_cell_94,Uninfected,115,169
C131P92ThinF_IMG_20151004_145410_cell_98,Uninfected,157,145
C131P92ThinF_IMG_20151004_150208_cell_106,Uninfected,127,127
C131P92ThinF_IMG_20151004_150208_cell_112,Uninfected,133,145
C131P92ThinF_IMG_20151004_150208_cell_117,Uninfected,121,124
C131P92ThinF_IMG_20151004_150208_cell_135,Uninfected,118,136
C131P92ThinF_IMG_20151004_150208_cell_17,Uninfected,109,145
C131P92ThinF_IMG_20151004_150208_cell_29,Uninfected,115,133
C131P92ThinF_IMG_20151004_150208_cell_5,Uninfected,109,115
C131P92ThinF_IMG_20151004_150208_cell_63,Uninfected,136,118
C131P92ThinF_IMG_20151004_150208_cell_66,Uninfected,139,145
C131P92ThinF_IMG_20151004_150208_cell_77,Uninfected,133,118
C131P92ThinF_IMG_20151004_150208_cell_79,Uninfected,166,145
C131P92ThinF_IMG_20151004_150208_cell_80,Uninfected,121,136
C131P92ThinF_IMG_20151004_151001_cell_110,Uninfected,118,139
C131P92ThinF_IMG_20151004_151001_cell_116,Uninfected,124,148
C131P92ThinF_IMG_20151004_151001_cell_15,Uninfected,139,136
C131P92ThinF_IMG_20151004_151001_cell_28,Uninfected,121,145
C131P92ThinF_IMG_20151004_151001_cell_29,Uninfected,163,127
C131P92ThinF_IMG_20151004_151001_cell_47,Uninfected,160,166
C131P92ThinF_IMG_20151004_151001_cell_56,Uninfected,118,100
C131P92ThinF_IMG_20151004_151001_cell_60,Uninfected,118,145
C131P92ThinF_IMG_20151004_151001_cell_65,Uninfected,142,136
C131P92ThinF_IMG_20151004_151001_cell_82,Uninfected,139,139
C131P92ThinF_IMG_20151004_151001_cell_83,Uninfected,145,136
C131P92ThinF_IMG_20151004_151126_cell_11,Uninfected,145,124
C131P92ThinF_IMG_20151004_151126_cell_33,Uninfected,127,139
C131P92ThinF_IMG_20151004_151126_cell_36,Uninfected,136,136
C131P92ThinF_IMG_20151004_151126_cell_4,Uninfected,115,154
C131P92ThinF_IMG_20151004_151126_cell_40,Uninfected,142,127
C131P92ThinF_IMG_20151004_151126_cell_57,Uninfected,127,130
C131P92ThinF_IMG_20151004_151126_cell_58,Uninfected,109,112
C131P92ThinF_IMG_20151004_151126_cell_6,Uninfected,121,130
C131P92ThinF_IMG_20151004_151126_cell_61,Uninfected,136,124
C131P92ThinF_IMG_20151004_151126_cell_80,Uninfected,145,118
C131P92ThinF_IMG_20151004_151126_cell_9,Uninfected,130,136
C131P92ThinF_IMG_20151004_151126_cell_99,Uninfected,136,145
C132P93ThinF_IMG_20151004_151701_cell_123,Uninfected,127,121
C132P93ThinF_IMG_20151004_151701_cell_15,Uninfected,130,160
C132P93ThinF_IMG_20151004_151701_cell_27,Uninfected,142,124
C132P93ThinF_IMG_20151004_151701_cell_56,Uninfected,130,121
C132P93ThinF_IMG_20151004_151701_cell_6,Uninfected,115,121
C132P93ThinF_IMG_20151004_151701_cell_60,Uninfected,139,118
C132P93ThinF_IMG_20151004_151701_cell_78,Uninfected,121,124
C132P93ThinF_IMG_20151004_151701_cell_80,Uninfected,130,145
C132P93ThinF_IMG_20151004_151701_cell_83,Uninfected,130,130
C132P93ThinF_IMG_20151004_151733_cell_115,Uninfected,130,127
C132P93ThinF_IMG_20151004_151733_cell_122,Uninfected,127,133
C132P93ThinF_IMG_20151004_151733_cell_40,Uninfected,121,118
C132P93ThinF_IMG_20151004_151733_cell_50,Uninfected,133,121
C132P93ThinF_IMG_20151004_151733_cell_59,Uninfected,139,139
C132P93ThinF_IMG_20151004_151733_cell_78,Uninfected,106,115
C132P93ThinF_IMG_20151004_151733_cell_79,Uninfected,121,121
C132P93ThinF_IMG_20151004_151733_cell_80,Uninfected,115,121
C132P93ThinF_IMG_20151004_151733_cell_98,Uninfected,115,118
C132P93ThinF_IMG_20151004_151811_cell_115,Uninfected,121,124
C132P93ThinF_IMG_20151004_151811_cell_14,Uninfected,115,121
C132P93ThinF_IMG_20151004_151811_cell_25,Uninfected,106,118
C132P93ThinF_IMG_20151004_151811_cell_37,Uninfected,127,121
C132P93ThinF_IMG_20151004_151811_cell_48,Uninfected,133,130
C132P93ThinF_IMG_20151004_151811_cell_63,Uninfected,133,136
C132P93ThinF_IMG_20151004_151811_cell_71,Uninfected,127,133
C132P93ThinF_IMG_20151004_151811_cell_76,Uninfected,127,121
C132P93ThinF_IMG_20151004_151811_cell_78,Uninfected,133,127
C132P93ThinF_IMG_20151004_151811_cell_92,Uninfected,94,106
C132P93ThinF_IMG_20151004_152045_cell_13,Uninfected,127,124
C132P93ThinF_IMG_20151004_152045_cell_20,Uninfected,127,127
C132P93ThinF_IMG_20151004_152045_cell_34,Uninfected,118,151
C132P93ThinF_IMG_20151004_152045_cell_36,Uninfected,142,136
C132P93ThinF_IMG_20151004_152045_cell_53,Uninfected,121,118
C132P93ThinF_IMG_20151004_152045_cell_56,Uninfected,112,139
C132P93ThinF_IMG_20151004_152045_cell_61,Uninfected,109,127
C132P93ThinF_IMG_20151004_152045_cell_77,Uninfected,142,130
C132P93ThinF_IMG_20151004_152045_cell_86,Uninfected,136,151
C132P93ThinF_IMG_20151004_152045_cell_88,Uninfected,118,124
C132P93ThinF_IMG_20151004_152257_cell_1,Uninfected,121,118
C132P93ThinF_IMG_20151004_152257_cell_15,Uninfected,136,121
C132P93ThinF_IMG_20151004_152257_cell_27,Uninfected,124,133
C132P93ThinF_IMG_20151004_152257_cell_46,Uninfected,121,115
C132P93ThinF_IMG_20151004_152257_cell_5,Uninfected,127,130
C132P93ThinF_IMG_20151004_152257_cell_65,Uninfected,190,151
C132P93ThinF_IMG_20151004_152257_cell_78,Uninfected,118,136
C132P93ThinF_IMG_20151004_152257_cell_8,Uninfected,100,112
C132P93ThinF_IMG_20151004_152257_cell_87,Uninfected,124,124
C132P93ThinF_IMG_20151004_152257_cell_9,Uninfected,121,139
C132P93ThinF_IMG_20151004_152353_cell_10,Uninfected,127,109
C132P93ThinF_IMG_20151004_152353_cell_102,Uninfected,112,109
C132P93ThinF_IMG_20151004_152353_cell_107,Uninfected,127,130
C132P93ThinF_IMG_20151004_152353_cell_116,Uninfected,112,118
C132P93ThinF_IMG_20151004_152353_cell_29,Uninfected,142,139
C132P93ThinF_IMG_20151004_152353_cell_51,Uninfected,121,97
C132P93ThinF_IMG_20151004_152353_cell_68,Uninfected,136,124
C132P93ThinF_IMG_20151004_152353_cell_7,Uninfected,115,118
C132P93ThinF_IMG_20151004_152505_cell_103,Uninfected,172,115
C132P93ThinF_IMG_20151004_152505_cell_106,Uninfected,118,130
C132P93ThinF_IMG_20151004_152505_cell_17,Uninfected,121,127
C132P93ThinF_IMG_20151004_152505_cell_25,Uninfected,142,124
C132P93ThinF_IMG_20151004_152505_cell_31,Uninfected,133,127
C132P93ThinF_IMG_20151004_152505_cell_32,Uninfected,133,136
C132P93ThinF_IMG_20151004_152505_cell_4,Uninfected,139,127
C132P93ThinF_IMG_20151004_152505_cell_5,Uninfected,154,130
C132P93ThinF_IMG_20151004_152505_cell_52,Uninfected,139,139
C133P94ThinF_IMG_20151004_153930_cell_26,Uninfected,133,148
C133P94ThinF_IMG_20151004_153930_cell_29,Uninfected,118,139
C133P94ThinF_IMG_20151004_153930_cell_52,Uninfected,127,124
C133P94ThinF_IMG_20151004_153930_cell_71,Uninfected,121,124
C133P94ThinF_IMG_20151004_153930_cell_73,Uninfected,121,133
C133P94ThinF_IMG_20151004_153930_cell_95,Uninfected,124,136
C133P94ThinF_IMG_20151004_154158_cell_16,Uninfected,130,133
C133P94ThinF_IMG_20151004_154158_cell_40,Uninfected,103,112
C133P94ThinF_IMG_20151004_154158_cell_56,Uninfected,139,145
C133P94ThinF_IMG_20151004_154158_cell_6,Uninfected,118,115
C133P94ThinF_IMG_20151004_154158_cell_81,Uninfected,115,103
C133P94ThinF_IMG_20151004_154158_cell_90,Uninfected,124,130
C133P94ThinF_IMG_20151004_154351_cell_25,Uninfected,118,115
C133P94ThinF_IMG_20151004_154351_cell_26,Uninfected,127,130
C133P94ThinF_IMG_20151004_154351_cell_44,Uninfected,142,109
C133P94ThinF_IMG_20151004_154351_cell_58,Uninfected,142,139
C133P94ThinF_IMG_20151004_154351_cell_69,Uninfected,127,121
C133P94ThinF_IMG_20151004_154351_cell_80,Uninfected,121,145
C133P94ThinF_IMG_20151004_154351_cell_81,Uninfected,118,133
C133P94ThinF_IMG_20151004_154512_cell_16,Uninfected,139,124
C133P94ThinF_IMG_20151004_154512_cell_29,Uninfected,112,106
C133P94ThinF_IMG_20151004_154512_cell_4,Uninfected,127,130
C133P94ThinF_IMG_20151004_154512_cell_63,Uninfected,130,121
C133P94ThinF_IMG_20151004_154512_cell_72,Uninfected,133,127
C133P94ThinF_IMG_20151004_154512_cell_84,Uninfected,118,121
C133P94ThinF_IMG_20151004_154512_cell_92,Uninfected,109,115
C133P94ThinF_IMG_20151004_154717_cell_25,Uninfected,124,127
C133P94ThinF_IMG_20151004_154717_cell_43,Uninfected,106,112
C133P94ThinF_IMG_20151004_154717_cell_5,Uninfected,118,124
C133P94ThinF_IMG_20151004_154717_cell_57,Uninfected,115,121
C133P94ThinF_IMG_20151004_154717_cell_75,Uninfected,157,142
C133P94ThinF_IMG_20151004_154717_cell_90,Uninfected,139,106
C133P94ThinF_IMG_20151004_154919_cell_1,Uninfected,142,127
C133P94ThinF_IMG_20151004_154919_cell_25,Uninfected,133,115
C133P94ThinF_IMG_20151004_154919_cell_27,Uninfected,136,124
C133P94ThinF_IMG_20151004_154919_cell_30,Uninfected,109,106
C133P94ThinF_IMG_20151004_154919_cell_4,Uninfected,133,142
C133P94ThinF_IMG_20151004_154919_cell_57,Uninfected,94,88
C133P94ThinF_IMG_20151004_154919_cell_60,Uninfected,97,94
C133P94ThinF_IMG_20151004_154919_cell_68,Uninfected,109,124
C133P94ThinF_IMG_20151004_155144_cell_101,Uninfected,100,103
C133P94ThinF_IMG_20151004_155144_cell_112,Uninfected,124,115
C133P94ThinF_IMG_20151004_155144_cell_23,Uninfected,112,103
C133P94ThinF_IMG_20151004_155144_cell_37,Uninfected,133,139
C133P94ThinF_IMG_20151004_155144_cell_74,Uninfected,112,124
C133P94ThinF_IMG_20151004_155144_cell_86,Uninfected,121,139
C133P94ThinF_IMG_20151004_155331_cell_21,Uninfected,124,109
C133P94ThinF_IMG_20151004_155331_cell_27,Uninfected,121,109
C133P94ThinF_IMG_20151004_155331_cell_50,Uninfected,130,136
C133P94ThinF_IMG_20151004_155331_cell_53,Uninfected,136,139
C133P94ThinF_IMG_20151004_155331_cell_61,Uninfected,124,136
C133P94ThinF_IMG_20151004_155331_cell_65,Uninfected,148,142
C133P94ThinF_IMG_20151004_155518_cell_14,Uninfected,109,121
C133P94ThinF_IMG_20151004_155518_cell_52,Uninfected,142,139
C133P94ThinF_IMG_20151004_155518_cell_83,Uninfected,115,112
C133P94ThinF_IMG_20151004_155518_cell_85,Uninfected,142,124
C133P94ThinF_IMG_20151004_155518_cell_86,Uninfected,127,124
C133P94ThinF_IMG_20151004_155518_cell_92,Uninfected,118,112
C133P94ThinF_IMG_20151004_155721_cell_103,Uninfected,130,124
C133P94ThinF_IMG_20151004_155721_cell_107,Uninfected,118,112
C133P94ThinF_IMG_20151004_155721_cell_21,Uninfected,154,145
C133P94ThinF_IMG_20151004_155721_cell_49,Uninfected,136,124
C133P94ThinF_IMG_20151004_155721_cell_53,Uninfected,136,133
C133P94ThinF_IMG_20151004_155721_cell_73,Uninfected,142,124
C133P94ThinF_IMG_20151004_155721_cell_96,Uninfected,139,130
C134P95ThinF_IMG_20151005_121048_cell_109,Uninfected,109,118
C134P95ThinF_IMG_20151005_121048_cell_28,Uninfected,151,142
C134P95ThinF_IMG_20151005_121048_cell_65,Uninfected,136,136
C134P95ThinF_IMG_20151005_121048_cell_9,Uninfected,115,100
C134P95ThinF_IMG_20151005_121048_cell_93,Uninfected,130,142
C134P95ThinF_IMG_20151005_121048_cell_95,Uninfected,112,118
C134P95ThinF_IMG_20151005_121048_cell_99,Uninfected,145,127
C134P95ThinF_IMG_20151005_121343_cell_106,Uninfected,139,151
C134P95ThinF_IMG_20151005_121343_cell_119,Uninfected,130,139
C134P95ThinF_IMG_20151005_121343_cell_64,Uninfected,136,130
C134P95ThinF_IMG_20151005_121343_cell_68,Uninfected,142,121
C134P95ThinF_IMG_20151005_121343_cell_79,Uninfected,133,148
C134P95ThinF_IMG_20151005_121343_cell_83,Uninfected,133,142
C134P95ThinF_IMG_20151005_121343_cell_86,Uninfected,121,133
C134P95ThinF_IMG_20151005_121425_cell_118,Uninfected,103,103
C134P95ThinF_IMG_20151005_121425_cell_30,Uninfected,136,136
C134P95ThinF_IMG_20151005_121425_cell_47,Uninfected,115,88
C134P95ThinF_IMG_20151005_121425_cell_5,Uninfected,145,142
C134P95ThinF_IMG_20151005_121425_cell_53,Uninfected,145,142
C134P95ThinF_IMG_20151005_121425_cell_6,Uninfected,139,142
C134P95ThinF_IMG_20151005_121425_cell_70,Uninfected,145,145
C134P95ThinF_IMG_20151005_121554_cell_106,Uninfected,139,127
C134P95ThinF_IMG_20151005_121554_cell_16,Uninfected,94,103
C134P95ThinF_IMG_20151005_121554_cell_21,Uninfected,124,118
C134P95ThinF_IMG_20151005_121554_cell_38,Uninfected,148,142
C134P95ThinF_IMG_20151005_121554_cell_60,Uninfected,151,124
C134P95ThinF_IMG_20151005_121554_cell_90,Uninfected,148,151
C134P95ThinF_IMG_20151005_121554_cell_92,Uninfected,136,130
C134P95ThinF_IMG_20151005_121656_cell_12,Uninfected,124,133
C134P95ThinF_IMG_20151005_121656_cell_18,Uninfected,142,136
C134P95ThinF_IMG_20151005_121656_cell_25,Uninfected,127,121
C134P95ThinF_IMG_20151005_121656_cell_59,Uninfected,124,115
C134P95ThinF_IMG_20151005_121656_cell_60,Uninfected,145,151
C134P95ThinF_IMG_20151005_121656_cell_75,Uninfected,118,109
C134P95ThinF_IMG_20151005_121656_cell_95,Uninfected,139,124
C134P95ThinF_IMG_20151005_121834_cell_108,Uninfected,151,130
C134P95ThinF_IMG_20151005_121834_cell_37,Uninfected,157,148
C134P95ThinF_IMG_20151005_121834_cell_42,Uninfected,136,124
C134P95ThinF_IMG_20151005_121834_cell_55,Uninfected,151,142
C134P95ThinF_IMG_20151005_121834_cell_60,Uninfected,112,127
C134P95ThinF_IMG_20151005_121834_cell_65,Uninfected,154,160
C134P95ThinF_IMG_20151005_121834_cell_7,Uninfected,148,148
C134P95ThinF_IMG_20151005_121952_cell_104,Uninfected,142,139
C134P95ThinF_IMG_20151005_121952_cell_111,Uninfected,160,151
C134P95ThinF_IMG_20151005_121952_cell_48,Uninfected,133,130
C134P95ThinF_IMG_20151005_121952_cell_53,Uninfected,133,136
C134P95ThinF_IMG_20151005_121952_cell_60,Uninfected,139,130
C134P95ThinF_IMG_20151005_121952_cell_7,Uninfected,139,139
C134P95ThinF_IMG_20151005_121952_cell_91,Uninfected,157,145
C134P95ThinF_IMG_20151005_122331_cell_19,Uninfected,136,148
C134P95ThinF_IMG_20151005_122331_cell_20,Uninfected,151,160
C134P95ThinF_IMG_20151005_122331_cell_26,Uninfected,154,148
C134P95ThinF_IMG_20151005_122331_cell_39,Uninfected,142,133
C134P95ThinF_IMG_20151005_122331_cell_6,Uninfected,142,139
C134P95ThinF_IMG_20151005_122331_cell_76,Uninfected,136,145
C134P95ThinF_IMG_20151005_122331_cell_94,Uninfected,130,157
C134P95ThinF_IMG_20151005_122449_cell_13,Uninfected,142,151
C134P95ThinF_IMG_20151005_122449_cell_24,Uninfected,148,154
C134P95ThinF_IMG_20151005_122449_cell_3,Uninfected,142,145
C134P95ThinF_IMG_20151005_122449_cell_44,Uninfected,157,160
C134P95ThinF_IMG_20151005_122449_cell_55,Uninfected,148,154
C134P95ThinF_IMG_20151005_122449_cell_66,Uninfected,145,127
C134P95ThinF_IMG_20151005_122449_cell_98,Uninfected,139,151
C134P95ThinF_IMG_20151005_122552_cell_103,Uninfected,145,142
C134P95ThinF_IMG_20151005_122552_cell_15,Uninfected,154,130
C134P95ThinF_IMG_20151005_122552_cell_22,Uninfected,133,148
C134P95ThinF_IMG_20151005_122552_cell_25,Uninfected,157,157
C134P95ThinF_IMG_20151005_122552_cell_83,Uninfected,136,130
C134P95ThinF_IMG_20151005_122552_cell_95,Uninfected,139,148
C134P95ThinF_IMG_20151005_122552_cell_99,Uninfected,136,139
C135P96ThinF_IMG_20151005_123441_cell_106,Uninfected,121,142
C135P96ThinF_IMG_20151005_123441_cell_116,Uninfected,130,148
C135P96ThinF_IMG_20151005_123441_cell_131,Uninfected,148,157
C135P96ThinF_IMG_20151005_123441_cell_147,Uninfected,124,157
C135P96ThinF_IMG_20151005_123441_cell_167,Uninfected,151,169
C135P96ThinF_IMG_20151005_123441_cell_174,Uninfected,157,130
C135P96ThinF_IMG_20151005_123441_cell_24,Uninfected,130,142
C135P96ThinF_IMG_20151005_123441_cell_82,Uninfected,127,136
C135P96ThinF_IMG_20151005_123441_cell_95,Uninfected,145,148
C135P96ThinF_IMG_20151005_123715_cell_121,Uninfected,142,154
C135P96ThinF_IMG_20151005_123715_cell_128,Uninfected,133,148
C135P96ThinF_IMG_20151005_123715_cell_139,Uninfected,142,127
C135P96ThinF_IMG_20151005_123715_cell_146,Uninfected,133,136
C135P96ThinF_IMG_20151005_123715_cell_17,Uninfected,106,115
C135P96ThinF_IMG_20151005_123715_cell_2,Uninfected,139,145
C135P96ThinF_IMG_20151005_123715_cell_5,Uninfected,160,148
C135P96ThinF_IMG_20151005_123715_cell_53,Uninfected,124,139
C135P96ThinF_IMG_20151005_123715_cell_81,Uninfected,145,151
C135P96ThinF_IMG_20151005_123715_cell_86,Uninfected,130,145
C135P96ThinF_IMG_20151005_123857_cell_101,Uninfected,145,160
C135P96ThinF_IMG_20151005_123857_cell_12,Uninfected,133,142
C135P96ThinF_IMG_20151005_123857_cell_129,Uninfected,133,115
C135P96ThinF_IMG_20151005_123857_cell_144,Uninfected,103,160
C135P96ThinF_IMG_20151005_123857_cell_158,Uninfected,139,154
C135P96ThinF_IMG_20151005_123857_cell_22,Uninfected,136,154
C135P96ThinF_IMG_20151005_123857_cell_79,Uninfected,172,148
C135P96ThinF_IMG_20151005_123857_cell_89,Uninfected,130,172
C135P96ThinF_IMG_20151005_123857_cell_94,Uninfected,127,139
C135P96ThinF_IMG_20151005_124031_cell_1,Uninfected,145,148
C135P96ThinF_IMG_20151005_124031_cell_115,Uninfected,142,142
C135P96ThinF_IMG_20151005_124031_cell_140,Uninfected,160,121
C135P96ThinF_IMG_20151005_124031_cell_144,Uninfected,124,172
C135P96ThinF_IMG_20151005_124031_cell_156,Uninfected,139,154
C135P96ThinF_IMG_20151005_124031_cell_49,Uninfected,145,133
C135P96ThinF_IMG_20151005_124031_cell_54,Uninfected,139,157
C135P96ThinF_IMG_20151005_124031_cell_70,Uninfected,130,148
C135P96ThinF_IMG_20151005_124031_cell_72,Uninfected,136,136
C135P96ThinF_IMG_20151005_124031_cell_75,Uninfected,151,130
C135P96ThinF_IMG_20151005_124031_cell_78,Uninfected,133,142
C135P96ThinF_IMG_20151005_124204_cell_101,Uninfected,142,157
C135P96ThinF_IMG_20151005_124204_cell_118,Uninfected,160,121
C135P96ThinF_IMG_20151005_124204_cell_121,Uninfected,154,127
C135P96ThinF_IMG_20151005_124204_cell_122,Uninfected,169,139
C135P96ThinF_IMG_20151005_124204_cell_40,Uninfected,136,130
C135P96ThinF_IMG_20151005_124204_cell_5,Uninfected,145,136
C135P96ThinF_IMG_20151005_124204_cell_68,Uninfected,142,133
C135P96ThinF_IMG_20151005_124204_cell_82,Uninfected,136,145
C135P96ThinF_IMG_20151005_124359_cell_11,Uninfected,148,139
C135P96ThinF_IMG_20151005_124359_cell_111,Uninfected,136,130
C135P96ThinF_IMG_20151005_124359_cell_113,Uninfected,157,142
C135P96ThinF_IMG_20151005_124359_cell_133,Uninfected,169,181
C135P96ThinF_IMG_20151005_124359_cell_21,Uninfected,139,121
C135P96ThinF_IMG_20151005_124359_cell_44,Uninfected,151,130
C135P96ThinF_IMG_20151005_124359_cell_80,Uninfected,145,133
C135P96ThinF_IMG_20151005_124359_cell_91,Uninfected,136,130
C135P96ThinF_IMG_20151005_124444_cell_107,Uninfected,133,142
C135P96ThinF_IMG_20151005_124444_cell_108,Uninfected,142,136
C135P96ThinF_IMG_20151005_124444_cell_114,Uninfected,130,136
C135P96ThinF_IMG_20151005_124444_cell_27,Uninfected,130,145
C135P96ThinF_IMG_20151005_124444_cell_4,Uninfected,151,139
C135P96ThinF_IMG_20151005_124444_cell_40,Uninfected,136,127
C135P96ThinF_IMG_20151005_124444_cell_60,Uninfected,139,139
C135P96ThinF_IMG_20151005_124444_cell_78,Uninfected,154,136
C135P96ThinF_IMG_20151005_124444_cell_91,Uninfected,130,121
C136P97ThinF_IMG_20151005_140538_cell_18,Uninfected,169,127
C136P97ThinF_IMG_20151005_140538_cell_3,Uninfected,136,118
C136P97ThinF_IMG_20151005_140538_cell_59,Uninfected,139,121
C136P97ThinF_IMG_20151005_140538_cell_6,Uninfected,115,139
C136P97ThinF_IMG_20151005_140538_cell_65,Uninfected,127,109
C136P97ThinF_IMG_20151005_140538_cell_70,Uninfected,175,112
C136P97ThinF_IMG_20151005_140538_cell_73,Uninfected,133,160
C136P97ThinF_IMG_20151005_140538_cell_88,Uninfected,136,112
C136P97ThinF_IMG_20151005_140646_cell_2,Uninfected,157,112
C136P97ThinF_IMG_20151005_140646_cell_27,Uninfected,148,127
C136P97ThinF_IMG_20151005_140646_cell_3,Uninfected,169,154
C136P97ThinF_IMG_20151005_140646_cell_39,Uninfected,100,115
C136P97ThinF_IMG_20151005_140646_cell_52,Uninfected,136,139
C136P97ThinF_IMG_20151005_140646_cell_82,Uninfected,133,112
C136P97ThinF_IMG_20151005_140646_cell_84,Uninfected,157,145
C136P97ThinF_IMG_20151005_141321_cell_15,Uninfected,151,142
C136P97ThinF_IMG_20151005_141321_cell_20,Uninfected,133,130
C136P97ThinF_IMG_20151005_141321_cell_34,Uninfected,136,139
C136P97ThinF_IMG_20151005_141321_cell_43,Uninfected,154,142
